SKU,Attr01,Attr02,Attr03,Attr04,Attr05,Attr06,Attr07,Attr08,Attr09,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49
SKU000259,Medium,WarehouseB,InStock,Supplier2,113,Small,WarehouseA,OutOfStock,Supplier4,187,Small,WarehouseB,OutOfStock,Supplier4,100,Small,WarehouseB,InStock,Supplier2,62,XL,WarehouseC,LowStock,Supplier2,429,Medium,WarehouseC,LowStock,Supplier2,23,XL,WarehouseB,LowStock,Supplier3,161,Large,WarehouseA,OutOfStock,Supplier2,60,Large,WarehouseB,OutOfStock,Supplier3,331,Small,WarehouseC,InStock,Supplier4
SKU000260,XL,WarehouseB,LowStock,Supplier4,391,Medium,WarehouseA,LowStock,Supplier1,313,XL,WarehouseA,OutOfStock,Supplier1,495,Medium,WarehouseC,LowStock,Supplier4,99,Medium,WarehouseB,InStock,Supplier4,111,XL,WarehouseA,LowStock,Supplier4,423,Small,WarehouseA,LowStock,Supplier2,221,Medium,WarehouseB,InStock,Supplier3,380,XL,WarehouseB,LowStock,Supplier4,181,XL,WarehouseB,LowStock,Supplier1
SKU000261,XL,WarehouseC,OutOfStock,Supplier2,489,Large,WarehouseB,LowStock,Supplier4,313,XL,WarehouseC,InStock,Supplier4,195,Small,WarehouseA,OutOfStock,Supplier4,276,XL,WarehouseC,InStock,Supplier1,419,Medium,WarehouseC,LowStock,Supplier3,395,Small,WarehouseB,InStock,Supplier3,114,Medium,WarehouseB,InStock,Supplier4,412,Small,WarehouseB,InStock,Supplier2,147,Medium,WarehouseC,LowStock,Supplier4
SKU000262,Large,WarehouseA,LowStock,Supplier2,393,Large,WarehouseC,OutOfStock,Supplier4,56,Small,WarehouseA,InStock,Supplier1,14,XL,WarehouseC,InStock,Supplier2,263,XL,WarehouseB,OutOfStock,Supplier1,142,Medium,WarehouseB,OutOfStock,Supplier1,116,Medium,WarehouseC,LowStock,Supplier1,256,Large,WarehouseA,OutOfStock,Supplier3,46,Medium,WarehouseC,InStock,Supplier4,265,Medium,WarehouseA,LowStock,Supplier2
SKU000263,Large,WarehouseB,LowStock,Supplier2,173,Large,WarehouseA,OutOfStock,Supplier3,121,Medium,WarehouseA,InStock,Supplier2,308,XL,WarehouseA,InStock,Supplier3,266,XL,WarehouseB,LowStock,Supplier2,434,Small,WarehouseA,LowStock,Supplier4,184,Large,WarehouseB,OutOfStock,Supplier2,422,Small,WarehouseA,OutOfStock,Supplier1,154,Medium,WarehouseC,InStock,Supplier1,229,Small,WarehouseB,LowStock,Supplier4
SKU000264,Large,WarehouseC,OutOfStock,Supplier3,491,XL,WarehouseB,LowStock,Supplier1,248,XL,WarehouseA,InStock,Supplier1,412,XL,WarehouseC,OutOfStock,Supplier4,96,Medium,WarehouseB,OutOfStock,Supplier1,119,Small,WarehouseB,OutOfStock,Supplier3,253,Small,WarehouseC,LowStock,Supplier2,103,Small,WarehouseA,LowStock,Supplier1,207,Large,WarehouseB,LowStock,Supplier3,171,Small,WarehouseC,InStock,Supplier2
SKU000265,XL,WarehouseA,InStock,Supplier3,303,Large,WarehouseC,OutOfStock,Supplier2,81,Small,WarehouseC,OutOfStock,Supplier2,337,Small,WarehouseB,LowStock,Supplier4,323,Medium,WarehouseB,LowStock,Supplier3,244,XL,WarehouseA,LowStock,Supplier2,320,Small,WarehouseA,OutOfStock,Supplier1,275,Medium,WarehouseC,LowStock,Supplier4,41,Small,WarehouseC,OutOfStock,Supplier4,207,XL,WarehouseA,InStock,Supplier4
SKU000266,Small,WarehouseC,OutOfStock,Supplier4,226,XL,WarehouseB,InStock,Supplier4,300,XL,WarehouseC,LowStock,Supplier4,171,Small,WarehouseC,LowStock,Supplier1,350,Small,WarehouseB,InStock,Supplier2,490,XL,WarehouseB,OutOfStock,Supplier1,491,Large,WarehouseA,InStock,Supplier4,99,XL,WarehouseA,OutOfStock,Supplier3,290,XL,WarehouseC,InStock,Supplier2,458,Medium,WarehouseB,LowStock,Supplier3
SKU000267,Large,WarehouseA,OutOfStock,Supplier2,229,Medium,WarehouseB,OutOfStock,Supplier3,396,Small,WarehouseB,LowStock,Supplier2,150,Large,WarehouseC,OutOfStock,Supplier3,223,XL,WarehouseA,OutOfStock,Supplier2,365,Medium,WarehouseB,LowStock,Supplier4,34,Small,WarehouseB,InStock,Supplier1,66,Medium,WarehouseB,OutOfStock,Supplier3,318,Medium,WarehouseB,LowStock,Supplier3,291,Small,WarehouseC,InStock,Supplier1
SKU000268,Small,WarehouseC,InStock,Supplier4,190,Medium,WarehouseC,InStock,Supplier3,192,Small,WarehouseB,OutOfStock,Supplier3,20,Small,WarehouseA,InStock,Supplier1,107,Medium,WarehouseB,LowStock,Supplier3,438,Large,WarehouseB,OutOfStock,Supplier4,239,Small,WarehouseC,LowStock,Supplier3,23,XL,WarehouseC,LowStock,Supplier3,220,XL,WarehouseA,OutOfStock,Supplier2,38,XL,WarehouseA,LowStock,Supplier2
SKU000269,Small,WarehouseB,OutOfStock,Supplier2,330,XL,WarehouseB,OutOfStock,Supplier2,17,XL,WarehouseB,OutOfStock,Supplier2,86,Large,WarehouseB,InStock,Supplier1,141,XL,WarehouseC,LowStock,Supplier4,56,Medium,WarehouseA,LowStock,Supplier2,90,Small,WarehouseB,InStock,Supplier3,480,XL,WarehouseB,InStock,Supplier4,277,Medium,WarehouseC,InStock,Supplier4,422,XL,WarehouseC,LowStock,Supplier2
SKU000270,XL,WarehouseB,LowStock,Supplier2,495,XL,WarehouseA,OutOfStock,Supplier3,359,Large,WarehouseC,LowStock,Supplier3,351,XL,WarehouseC,InStock,Supplier4,0,Medium,WarehouseB,LowStock,Supplier3,353,Medium,WarehouseA,InStock,Supplier2,41,Medium,WarehouseA,OutOfStock,Supplier4,168,Medium,WarehouseC,InStock,Supplier3,252,Small,WarehouseB,OutOfStock,Supplier4,382,Large,WarehouseA,LowStock,Supplier3
SKU000271,Small,WarehouseA,LowStock,Supplier3,106,Large,WarehouseB,LowStock,Supplier4,383,XL,WarehouseC,LowStock,Supplier1,416,Medium,WarehouseC,OutOfStock,Supplier1,200,Medium,WarehouseB,LowStock,Supplier2,271,XL,WarehouseC,InStock,Supplier2,450,XL,WarehouseA,LowStock,Supplier3,474,Small,WarehouseA,LowStock,Supplier1,88,Small,WarehouseA,LowStock,Supplier2,312,Small,WarehouseB,OutOfStock,Supplier1
SKU000272,Large,WarehouseB,LowStock,Supplier1,121,Large,WarehouseA,LowStock,Supplier2,478,Large,WarehouseA,LowStock,Supplier4,424,Small,WarehouseA,OutOfStock,Supplier1,423,XL,WarehouseC,LowStock,Supplier3,26,XL,WarehouseB,LowStock,Supplier4,405,Large,WarehouseA,InStock,Supplier2,201,Medium,WarehouseA,InStock,Supplier2,132,Small,WarehouseB,OutOfStock,Supplier3,438,Large,WarehouseC,LowStock,Supplier3
SKU000273,Medium,WarehouseA,LowStock,Supplier2,351,Small,WarehouseA,OutOfStock,Supplier3,372,Large,WarehouseA,OutOfStock,Supplier3,240,Small,WarehouseA,InStock,Supplier2,193,Large,WarehouseB,LowStock,Supplier2,346,Small,WarehouseC,LowStock,Supplier1,378,Large,WarehouseB,OutOfStock,Supplier2,7,XL,WarehouseC,LowStock,Supplier2,272,XL,WarehouseC,InStock,Supplier4,58,XL,WarehouseA,InStock,Supplier3
SKU000274,Small,WarehouseC,OutOfStock,Supplier2,330,Medium,WarehouseC,OutOfStock,Supplier1,476,Small,WarehouseA,OutOfStock,Supplier2,426,Large,WarehouseB,InStock,Supplier2,116,XL,WarehouseC,InStock,Supplier2,91,Medium,WarehouseB,LowStock,Supplier3,143,Medium,WarehouseA,OutOfStock,Supplier1,413,Large,WarehouseB,InStock,Supplier3,472,Small,WarehouseA,LowStock,Supplier4,471,Small,WarehouseA,OutOfStock,Supplier2
SKU000275,Medium,WarehouseB,InStock,Supplier4,86,Large,WarehouseA,OutOfStock,Supplier4,177,Small,WarehouseA,LowStock,Supplier4,181,Large,WarehouseB,OutOfStock,Supplier3,347,XL,WarehouseA,InStock,Supplier1,387,XL,WarehouseA,InStock,Supplier1,172,Small,WarehouseC,LowStock,Supplier4,489,Medium,WarehouseA,InStock,Supplier4,85,Small,WarehouseC,LowStock,Supplier2,460,Medium,WarehouseB,LowStock,Supplier2
SKU000276,Small,WarehouseB,OutOfStock,Supplier1,266,Medium,WarehouseB,LowStock,Supplier3,327,XL,WarehouseC,LowStock,Supplier1,96,Medium,WarehouseC,InStock,Supplier1,164,Large,WarehouseA,OutOfStock,Supplier4,134,Medium,WarehouseB,LowStock,Supplier1,121,Medium,WarehouseA,InStock,Supplier4,282,Large,WarehouseC,OutOfStock,Supplier4,274,Large,WarehouseC,InStock,Supplier2,385,Large,WarehouseC,InStock,Supplier1
SKU000277,Large,WarehouseC,LowStock,Supplier3,280,XL,WarehouseC,InStock,Supplier2,490,Large,WarehouseC,LowStock,Supplier4,196,Medium,WarehouseC,OutOfStock,Supplier3,182,Medium,WarehouseA,InStock,Supplier3,478,Medium,WarehouseC,InStock,Supplier4,59,Large,WarehouseB,InStock,Supplier3,267,Small,WarehouseA,LowStock,Supplier3,161,Medium,WarehouseB,InStock,Supplier3,40,Medium,WarehouseB,LowStock,Supplier1
SKU000278,Small,WarehouseC,InStock,Supplier3,146,Medium,WarehouseA,OutOfStock,Supplier2,25,Medium,WarehouseB,LowStock,Supplier4,494,Medium,WarehouseA,InStock,Supplier4,35,Large,WarehouseC,OutOfStock,Supplier1,488,Large,WarehouseB,InStock,Supplier2,218,XL,WarehouseC,OutOfStock,Supplier1,307,Small,WarehouseC,OutOfStock,Supplier3,419,Small,WarehouseC,LowStock,Supplier4,38,Medium,WarehouseB,OutOfStock,Supplier3
SKU000279,XL,WarehouseC,OutOfStock,Supplier4,221,XL,WarehouseC,OutOfStock,Supplier1,166,Medium,WarehouseA,OutOfStock,Supplier4,295,Large,WarehouseC,InStock,Supplier4,194,Medium,WarehouseA,OutOfStock,Supplier4,44,Large,WarehouseA,LowStock,Supplier4,215,Large,WarehouseA,LowStock,Supplier2,344,XL,WarehouseB,InStock,Supplier4,366,Medium,WarehouseB,OutOfStock,Supplier2,393,Small,WarehouseB,LowStock,Supplier3
SKU000280,Large,WarehouseB,OutOfStock,Supplier4,283,Medium,WarehouseB,LowStock,Supplier3,419,Large,WarehouseB,InStock,Supplier1,49,Small,WarehouseC,InStock,Supplier4,491,Small,WarehouseC,LowStock,Supplier1,491,XL,WarehouseB,InStock,Supplier3,347,Small,WarehouseB,LowStock,Supplier4,400,Small,WarehouseC,LowStock,Supplier1,123,Small,WarehouseB,OutOfStock,Supplier3,51,Large,WarehouseA,LowStock,Supplier2
SKU000281,Large,WarehouseB,LowStock,Supplier1,305,XL,WarehouseB,LowStock,Supplier1,43,XL,WarehouseA,InStock,Supplier2,218,Medium,WarehouseA,OutOfStock,Supplier4,147,Large,WarehouseC,LowStock,Supplier3,47,Medium,WarehouseA,OutOfStock,Supplier1,71,Small,WarehouseC,LowStock,Supplier4,462,Medium,WarehouseC,LowStock,Supplier1,6,Medium,WarehouseC,LowStock,Supplier1,242,Medium,WarehouseB,LowStock,Supplier1
SKU000282,Medium,WarehouseB,OutOfStock,Supplier2,12,Large,WarehouseC,InStock,Supplier2,5,XL,WarehouseB,InStock,Supplier2,185,Medium,WarehouseC,InStock,Supplier4,183,XL,WarehouseC,InStock,Supplier2,171,Large,WarehouseB,OutOfStock,Supplier4,185,Medium,WarehouseC,OutOfStock,Supplier4,95,Small,WarehouseC,OutOfStock,Supplier1,374,Small,WarehouseC,InStock,Supplier4,371,Large,WarehouseC,LowStock,Supplier4
SKU000283,Medium,WarehouseB,LowStock,Supplier1,457,Medium,WarehouseB,InStock,Supplier1,115,Small,WarehouseC,InStock,Supplier1,469,Medium,WarehouseA,LowStock,Supplier4,250,Small,WarehouseA,InStock,Supplier4,189,Large,WarehouseA,InStock,Supplier1,243,XL,WarehouseA,OutOfStock,Supplier3,308,XL,WarehouseB,OutOfStock,Supplier2,455,XL,WarehouseC,InStock,Supplier1,225,XL,WarehouseC,LowStock,Supplier1
SKU000284,XL,WarehouseA,InStock,Supplier1,481,Small,WarehouseC,LowStock,Supplier4,382,Medium,WarehouseA,LowStock,Supplier1,426,Large,WarehouseA,InStock,Supplier2,4,Large,WarehouseC,OutOfStock,Supplier2,282,Large,WarehouseB,OutOfStock,Supplier1,191,Small,WarehouseA,OutOfStock,Supplier1,380,Medium,WarehouseA,LowStock,Supplier3,357,Small,WarehouseB,LowStock,Supplier2,488,Small,WarehouseB,OutOfStock,Supplier3
SKU000285,Medium,WarehouseC,OutOfStock,Supplier1,192,Large,WarehouseA,OutOfStock,Supplier1,313,XL,WarehouseA,LowStock,Supplier3,153,XL,WarehouseB,InStock,Supplier4,438,XL,WarehouseA,OutOfStock,Supplier1,302,Medium,WarehouseA,InStock,Supplier1,272,XL,WarehouseA,LowStock,Supplier1,486,Large,WarehouseC,InStock,Supplier4,499,Small,WarehouseA,InStock,Supplier1,120,Large,WarehouseC,OutOfStock,Supplier1
SKU000286,Large,WarehouseB,InStock,Supplier3,334,Medium,WarehouseA,OutOfStock,Supplier4,77,Large,WarehouseB,OutOfStock,Supplier1,263,Large,WarehouseB,OutOfStock,Supplier4,332,Small,WarehouseA,LowStock,Supplier3,38,Small,WarehouseB,InStock,Supplier4,302,Large,WarehouseA,OutOfStock,Supplier2,63,XL,WarehouseA,OutOfStock,Supplier2,274,Large,WarehouseA,OutOfStock,Supplier4,62,Large,WarehouseC,InStock,Supplier3
SKU000287,Small,WarehouseC,OutOfStock,Supplier2,63,Large,WarehouseB,LowStock,Supplier1,463,Small,WarehouseC,InStock,Supplier1,442,Large,WarehouseC,OutOfStock,Supplier2,225,Small,WarehouseA,OutOfStock,Supplier4,21,Large,WarehouseB,LowStock,Supplier1,422,Large,WarehouseC,InStock,Supplier2,109,Medium,WarehouseB,LowStock,Supplier3,81,Small,WarehouseA,LowStock,Supplier4,219,Medium,WarehouseA,OutOfStock,Supplier3
SKU000288,Small,WarehouseC,LowStock,Supplier4,30,Large,WarehouseC,LowStock,Supplier4,440,Small,WarehouseC,LowStock,Supplier2,17,Small,WarehouseC,OutOfStock,Supplier4,410,Small,WarehouseC,InStock,Supplier3,301,Small,WarehouseC,InStock,Supplier1,16,Large,WarehouseC,LowStock,Supplier3,238,Medium,WarehouseA,OutOfStock,Supplier1,116,Small,WarehouseA,InStock,Supplier4,69,XL,WarehouseC,LowStock,Supplier1
SKU000289,Large,WarehouseA,InStock,Supplier3,297,XL,WarehouseB,InStock,Supplier1,493,Large,WarehouseA,LowStock,Supplier3,95,XL,WarehouseA,LowStock,Supplier3,368,XL,WarehouseA,LowStock,Supplier3,314,Medium,WarehouseC,LowStock,Supplier3,266,Medium,WarehouseC,LowStock,Supplier4,425,Small,WarehouseB,OutOfStock,Supplier3,130,Small,WarehouseA,OutOfStock,Supplier1,273,Large,WarehouseC,LowStock,Supplier1
SKU000290,Small,WarehouseB,LowStock,Supplier4,362,Small,WarehouseB,InStock,Supplier1,45,Large,WarehouseB,OutOfStock,Supplier4,246,Large,WarehouseB,LowStock,Supplier2,225,Medium,WarehouseC,LowStock,Supplier2,467,XL,WarehouseB,LowStock,Supplier2,315,Small,WarehouseA,LowStock,Supplier1,245,Small,WarehouseB,LowStock,Supplier2,429,Large,WarehouseB,LowStock,Supplier1,467,Large,WarehouseC,LowStock,Supplier2
SKU000291,XL,WarehouseC,LowStock,Supplier2,294,Small,WarehouseB,OutOfStock,Supplier2,84,Medium,WarehouseA,OutOfStock,Supplier3,377,XL,WarehouseB,OutOfStock,Supplier4,403,XL,WarehouseC,InStock,Supplier1,119,XL,WarehouseB,LowStock,Supplier4,421,Medium,WarehouseC,LowStock,Supplier3,95,Small,WarehouseB,InStock,Supplier2,107,XL,WarehouseA,InStock,Supplier2,213,XL,WarehouseA,InStock,Supplier3
SKU000292,Medium,WarehouseA,InStock,Supplier1,260,Medium,WarehouseC,OutOfStock,Supplier1,362,Large,WarehouseC,InStock,Supplier3,188,Large,WarehouseA,OutOfStock,Supplier2,354,Small,WarehouseC,OutOfStock,Supplier4,53,Large,WarehouseB,InStock,Supplier4,46,Small,WarehouseB,OutOfStock,Supplier2,24,XL,WarehouseC,OutOfStock,Supplier2,197,XL,WarehouseB,LowStock,Supplier2,383,XL,WarehouseA,OutOfStock,Supplier4
SKU000293,Large,WarehouseA,OutOfStock,Supplier1,418,Large,WarehouseC,LowStock,Supplier3,254,Small,WarehouseA,LowStock,Supplier1,322,Large,WarehouseB,OutOfStock,Supplier1,107,Small,WarehouseB,InStock,Supplier3,171,Small,WarehouseA,OutOfStock,Supplier1,83,Large,WarehouseC,InStock,Supplier2,133,XL,WarehouseC,InStock,Supplier2,12,Large,WarehouseA,LowStock,Supplier2,303,XL,WarehouseA,InStock,Supplier3
SKU000294,Large,WarehouseB,InStock,Supplier2,281,Small,WarehouseB,InStock,Supplier1,188,Medium,WarehouseA,LowStock,Supplier4,360,Medium,WarehouseC,OutOfStock,Supplier4,8,Large,WarehouseB,LowStock,Supplier4,131,Medium,WarehouseA,InStock,Supplier3,216,XL,WarehouseB,OutOfStock,Supplier3,183,Large,WarehouseB,LowStock,Supplier4,354,Medium,WarehouseC,InStock,Supplier2,492,Medium,WarehouseC,InStock,Supplier4
SKU000295,Medium,WarehouseB,LowStock,Supplier4,286,XL,WarehouseA,OutOfStock,Supplier1,17,Large,WarehouseA,OutOfStock,Supplier3,127,Medium,WarehouseA,InStock,Supplier3,383,Small,WarehouseB,OutOfStock,Supplier4,162,Medium,WarehouseA,OutOfStock,Supplier4,194,Large,WarehouseC,InStock,Supplier1,497,Large,WarehouseB,OutOfStock,Supplier1,235,XL,WarehouseB,OutOfStock,Supplier2,455,Medium,WarehouseB,InStock,Supplier1
SKU000296,Large,WarehouseB,LowStock,Supplier4,261,Small,WarehouseA,LowStock,Supplier3,196,Small,WarehouseA,OutOfStock,Supplier4,344,XL,WarehouseB,OutOfStock,Supplier2,461,XL,WarehouseA,OutOfStock,Supplier1,312,Medium,WarehouseC,OutOfStock,Supplier1,54,Medium,WarehouseC,InStock,Supplier3,38,XL,WarehouseA,LowStock,Supplier2,477,Medium,WarehouseC,OutOfStock,Supplier3,354,Small,WarehouseB,OutOfStock,Supplier2
SKU000297,XL,WarehouseB,OutOfStock,Supplier4,20,XL,WarehouseA,LowStock,Supplier2,111,Medium,WarehouseB,OutOfStock,Supplier2,124,Small,WarehouseA,OutOfStock,Supplier4,472,Small,WarehouseB,OutOfStock,Supplier4,246,Large,WarehouseB,LowStock,Supplier4,51,Medium,WarehouseA,OutOfStock,Supplier4,318,Small,WarehouseB,LowStock,Supplier3,24,Small,WarehouseC,OutOfStock,Supplier4,130,Large,WarehouseC,InStock,Supplier2
SKU000298,XL,WarehouseA,InStock,Supplier2,22,Large,WarehouseC,OutOfStock,Supplier3,386,Small,WarehouseB,InStock,Supplier2,404,Small,WarehouseA,InStock,Supplier4,213,Large,WarehouseA,InStock,Supplier3,445,Small,WarehouseC,InStock,Supplier2,484,Medium,WarehouseB,InStock,Supplier3,369,Large,WarehouseA,LowStock,Supplier1,415,Large,WarehouseC,LowStock,Supplier3,95,XL,WarehouseB,InStock,Supplier3
SKU000299,XL,WarehouseB,LowStock,Supplier4,343,XL,WarehouseC,InStock,Supplier4,72,Medium,WarehouseC,InStock,Supplier3,72,XL,WarehouseB,OutOfStock,Supplier2,349,Medium,WarehouseB,OutOfStock,Supplier2,256,Medium,WarehouseB,LowStock,Supplier2,26,Large,WarehouseA,InStock,Supplier3,205,Medium,WarehouseB,OutOfStock,Supplier4,412,XL,WarehouseA,LowStock,Supplier1,235,Large,WarehouseC,InStock,Supplier3
SKU000300,Large,WarehouseA,LowStock,Supplier3,110,Small,WarehouseC,LowStock,Supplier4,223,Large,WarehouseA,LowStock,Supplier4,277,Medium,WarehouseB,OutOfStock,Supplier4,394,Small,WarehouseB,OutOfStock,Supplier3,469,Medium,WarehouseB,OutOfStock,Supplier2,85,Large,WarehouseA,InStock,Supplier1,493,Small,WarehouseB,InStock,Supplier4,420,Small,WarehouseB,LowStock,Supplier4,357,XL,WarehouseC,InStock,Supplier1
SKU000301,Small,WarehouseA,InStock,Supplier1,25,XL,WarehouseA,OutOfStock,Supplier3,361,Medium,WarehouseA,LowStock,Supplier4,272,XL,WarehouseA,OutOfStock,Supplier1,108,Large,WarehouseA,InStock,Supplier1,274,XL,WarehouseA,LowStock,Supplier3,466,Medium,WarehouseC,LowStock,Supplier1,57,XL,WarehouseB,OutOfStock,Supplier3,213,Large,WarehouseA,LowStock,Supplier3,335,Large,WarehouseC,OutOfStock,Supplier4
SKU000302,Small,WarehouseB,InStock,Supplier3,120,XL,WarehouseA,OutOfStock,Supplier2,94,XL,WarehouseB,InStock,Supplier4,342,XL,WarehouseC,LowStock,Supplier2,465,Medium,WarehouseA,LowStock,Supplier3,455,Large,WarehouseB,InStock,Supplier1,495,Small,WarehouseA,InStock,Supplier3,271,Large,WarehouseA,OutOfStock,Supplier4,422,Small,WarehouseA,OutOfStock,Supplier1,389,XL,WarehouseB,LowStock,Supplier1
SKU000303,Large,WarehouseC,OutOfStock,Supplier3,112,Small,WarehouseB,InStock,Supplier4,390,Medium,WarehouseA,LowStock,Supplier3,298,XL,WarehouseA,OutOfStock,Supplier4,435,XL,WarehouseA,LowStock,Supplier4,111,XL,WarehouseA,OutOfStock,Supplier3,429,Large,WarehouseA,LowStock,Supplier4,71,Small,WarehouseB,InStock,Supplier4,21,XL,WarehouseA,OutOfStock,Supplier3,208,Medium,WarehouseB,InStock,Supplier2
SKU000304,Small,WarehouseA,InStock,Supplier3,481,Medium,WarehouseB,OutOfStock,Supplier4,224,Large,WarehouseA,InStock,Supplier4,454,Small,WarehouseC,OutOfStock,Supplier1,343,Medium,WarehouseC,LowStock,Supplier4,499,Medium,WarehouseA,InStock,Supplier4,197,XL,WarehouseA,OutOfStock,Supplier3,327,XL,WarehouseB,InStock,Supplier1,484,XL,WarehouseB,OutOfStock,Supplier1,91,Small,WarehouseB,LowStock,Supplier3
SKU000305,Medium,WarehouseA,InStock,Supplier1,243,Large,WarehouseC,InStock,Supplier3,344,Medium,WarehouseC,OutOfStock,Supplier3,54,Large,WarehouseA,OutOfStock,Supplier2,82,Large,WarehouseB,OutOfStock,Supplier2,48,Medium,WarehouseB,OutOfStock,Supplier3,166,Large,WarehouseA,InStock,Supplier1,370,XL,WarehouseC,LowStock,Supplier4,307,Large,WarehouseA,OutOfStock,Supplier4,218,Medium,WarehouseC,LowStock,Supplier1
SKU000306,Small,WarehouseB,InStock,Supplier2,343,Large,WarehouseA,LowStock,Supplier1,1,Small,WarehouseB,LowStock,Supplier1,332,Small,WarehouseB,OutOfStock,Supplier3,329,Small,WarehouseA,LowStock,Supplier2,280,Large,WarehouseA,OutOfStock,Supplier4,3,Medium,WarehouseB,InStock,Supplier1,8,Small,WarehouseC,OutOfStock,Supplier4,327,XL,WarehouseC,OutOfStock,Supplier1,145,Medium,WarehouseA,LowStock,Supplier1
SKU000307,Small,WarehouseC,LowStock,Supplier1,52,Large,WarehouseC,InStock,Supplier4,20,XL,WarehouseB,InStock,Supplier1,57,Small,WarehouseA,OutOfStock,Supplier1,444,Medium,WarehouseA,InStock,Supplier4,414,XL,WarehouseA,InStock,Supplier1,266,Large,WarehouseA,LowStock,Supplier4,400,Large,WarehouseC,LowStock,Supplier2,322,Medium,WarehouseB,InStock,Supplier3,402,XL,WarehouseB,OutOfStock,Supplier4
SKU000308,Medium,WarehouseC,LowStock,Supplier2,164,Small,WarehouseB,LowStock,Supplier4,432,Large,WarehouseA,OutOfStock,Supplier2,11,Medium,WarehouseA,OutOfStock,Supplier1,6,Medium,WarehouseB,LowStock,Supplier4,409,Medium,WarehouseC,OutOfStock,Supplier1,277,XL,WarehouseA,InStock,Supplier3,167,Medium,WarehouseC,LowStock,Supplier4,127,Medium,WarehouseB,OutOfStock,Supplier4,469,Large,WarehouseB,LowStock,Supplier2
SKU000309,XL,WarehouseA,InStock,Supplier1,218,Large,WarehouseA,OutOfStock,Supplier2,108,XL,WarehouseA,InStock,Supplier4,261,Small,WarehouseA,LowStock,Supplier4,243,Medium,WarehouseA,LowStock,Supplier3,444,Medium,WarehouseB,LowStock,Supplier3,299,Small,WarehouseA,OutOfStock,Supplier1,161,Small,WarehouseB,LowStock,Supplier4,12,Medium,WarehouseC,OutOfStock,Supplier3,14,Large,WarehouseB,InStock,Supplier1
SKU000310,Medium,WarehouseA,OutOfStock,Supplier1,378,Medium,WarehouseB,OutOfStock,Supplier2,409,Large,WarehouseB,InStock,Supplier4,343,Medium,WarehouseA,LowStock,Supplier2,291,Small,WarehouseC,LowStock,Supplier1,37,XL,WarehouseB,InStock,Supplier1,494,Small,WarehouseA,LowStock,Supplier3,232,Large,WarehouseA,InStock,Supplier1,2,XL,WarehouseA,InStock,Supplier4,313,Small,WarehouseC,InStock,Supplier3
SKU000311,Small,WarehouseC,LowStock,Supplier3,431,XL,WarehouseB,OutOfStock,Supplier2,18,Small,WarehouseA,OutOfStock,Supplier1,491,XL,WarehouseC,InStock,Supplier3,103,Small,WarehouseB,InStock,Supplier2,284,Small,WarehouseB,LowStock,Supplier4,356,Small,WarehouseA,InStock,Supplier3,164,XL,WarehouseC,InStock,Supplier4,173,Large,WarehouseB,OutOfStock,Supplier1,289,Small,WarehouseA,InStock,Supplier3
SKU000312,XL,WarehouseA,LowStock,Supplier2,55,Medium,WarehouseA,OutOfStock,Supplier2,442,Large,WarehouseB,OutOfStock,Supplier2,21,Large,WarehouseB,LowStock,Supplier1,216,XL,WarehouseA,LowStock,Supplier3,474,Medium,WarehouseC,InStock,Supplier4,167,Large,WarehouseA,LowStock,Supplier1,279,Small,WarehouseC,InStock,Supplier1,141,Small,WarehouseB,LowStock,Supplier2,7,Large,WarehouseC,LowStock,Supplier3
SKU000313,Small,WarehouseA,LowStock,Supplier3,377,Large,WarehouseA,OutOfStock,Supplier4,98,Medium,WarehouseB,LowStock,Supplier3,373,Small,WarehouseA,OutOfStock,Supplier1,472,XL,WarehouseC,InStock,Supplier4,383,XL,WarehouseB,OutOfStock,Supplier1,367,Medium,WarehouseA,OutOfStock,Supplier3,166,Small,WarehouseA,InStock,Supplier1,225,Medium,WarehouseC,InStock,Supplier1,292,XL,WarehouseA,LowStock,Supplier1
SKU000314,Medium,WarehouseB,LowStock,Supplier3,98,XL,WarehouseA,LowStock,Supplier4,11,Medium,WarehouseB,LowStock,Supplier3,287,XL,WarehouseB,OutOfStock,Supplier2,73,Medium,WarehouseB,OutOfStock,Supplier2,475,Small,WarehouseB,InStock,Supplier4,140,Medium,WarehouseB,OutOfStock,Supplier4,410,Large,WarehouseB,OutOfStock,Supplier3,50,Small,WarehouseA,InStock,Supplier1,470,Large,WarehouseC,OutOfStock,Supplier1
SKU000315,Medium,WarehouseC,LowStock,Supplier3,81,Small,WarehouseA,OutOfStock,Supplier2,483,Large,WarehouseC,InStock,Supplier4,207,Small,WarehouseC,OutOfStock,Supplier2,27,Small,WarehouseC,LowStock,Supplier3,171,Medium,WarehouseB,OutOfStock,Supplier3,459,XL,WarehouseC,OutOfStock,Supplier1,474,Medium,WarehouseC,InStock,Supplier3,382,Medium,WarehouseA,LowStock,Supplier2,434,Large,WarehouseB,InStock,Supplier2
